Approved symbol	NCBI Gene ID	Approved name
NPM1P14	10833	nucleophosmin 1 pseudogene 14
NPM1P17	10830	nucleophosmin 1 pseudogene 17
NPM1P18	10829	nucleophosmin 1 pseudogene 18
NPM1P19	10828	nucleophosmin 1 pseudogene 19
NPM1P20	326608	nucleophosmin 1 pseudogene 20
NPM1P21	100129237	nucleophosmin 1 pseudogene 21
NPM1P22	390411	nucleophosmin 1 pseudogene 22
NPM1P23	100422256	nucleophosmin 1 pseudogene 23
NPM1P24	100422312	nucleophosmin 1 pseudogene 24
NPM1P25	399804	nucleophosmin 1 pseudogene 25
NPM1P26	100422313	nucleophosmin 1 pseudogene 26
NPM1P27	100422243	nucleophosmin 1 pseudogene 27
NPM1P28	646849	nucleophosmin 1 pseudogene 28
NPM1P29	100422259	nucleophosmin 1 pseudogene 29
NPM1P30		nucleophosmin 1 pseudogene 30
NPM1P31	100287472	nucleophosmin 1 pseudogene 31
NPM1P32	440902	nucleophosmin 1 pseudogene 32
NPM1P33	100131478	nucleophosmin 1 pseudogene 33
NPM1P34	100128410	nucleophosmin 1 pseudogene 34
NPM1P35	100129067	nucleophosmin 1 pseudogene 35
NPM1P36	652423	nucleophosmin 1 pseudogene 36
NPM1P37	100422261	nucleophosmin 1 pseudogene 37
NPM1P38	100128985	nucleophosmin 1 pseudogene 38
NPM1P39	440577	nucleophosmin 1 pseudogene 39
NPM1P40	100289584	nucleophosmin 1 pseudogene 40
NPM1P41	100422249	nucleophosmin 1 pseudogene 41
NPM1P42	729686	nucleophosmin 1 pseudogene 42
NPM1P43	100422309	nucleophosmin 1 pseudogene 43
NPM1P44	100422270	nucleophosmin 1 pseudogene 44
NPM1P45	100422316	nucleophosmin 1 pseudogene 45
NPM1P46	729342	nucleophosmin 1 pseudogene 46
NPM1P47	100129972	nucleophosmin 1 pseudogene 47
NPM1P48	442006	nucleophosmin 1 pseudogene 48
NPM1P49	100422284	nucleophosmin 1 pseudogene 49
NPM1P50	100129795	nucleophosmin 1 pseudogene 50
NPM1P51	100130606	nucleophosmin 1 pseudogene 51
NPM1P52	100422272	nucleophosmin 1 pseudogene 52
NPM2	10361	nucleophosmin/nucleoplasmin 2
NPM3	10360	nucleophosmin/nucleoplasmin 3
NPNT	255743	nephronectin
NPPA	4878	natriuretic peptide A
NPPA-AS1		NPPA antisense RNA 1
NPPB	4879	natriuretic peptide B
NPPC	4880	natriuretic peptide C
NPR1	4881	natriuretic peptide receptor 1
NPR2	4882	natriuretic peptide receptor 2
NPR3	4883	natriuretic peptide receptor 3
NPRL2	10641	NPR2 like, GATOR1 complex subunit
NPRL3	8131	NPR3 like, GATOR1 complex subunit
NPS	594857	neuropeptide S
NPSR1	387129	neuropeptide S receptor 1
NPSR1-AS1	404744	NPSR1 antisense RNA 1
NPTN	27020	neuroplastin
NPTN-IT1	101241892	NPTN intronic transcript 1
NPTX1	4884	neuronal pentraxin 1
NPTX2	4885	neuronal pentraxin 2
NPTXR	23467	neuronal pentraxin receptor
NPVF	64111	neuropeptide VF precursor
NPW	283869	neuropeptide W
NPY	4852	neuropeptide Y
NPY1R	4886	neuropeptide Y receptor Y1
NPY2R	4887	neuropeptide Y receptor Y2
NPY4R	5540	neuropeptide Y receptor Y4
NPY4R2	100996758	neuropeptide Y receptor Y4-2
NPY5R	4889	neuropeptide Y receptor Y5
NPY6R	4888	neuropeptide Y receptor Y6 (pseudogene)
NQO1	1728	NAD(P)H quinone dehydrogenase 1
NQO2	4835	N-ribosyldihydronicotinamide:quinone reductase 2
NR1D1	9572	nuclear receptor subfamily 1 group D member 1
NR1D2	9975	nuclear receptor subfamily 1 group D member 2
NR1H2	7376	nuclear receptor subfamily 1 group H member 2
NR1H3	10062	nuclear receptor subfamily 1 group H member 3
NR1H4	9971	nuclear receptor subfamily 1 group H member 4
NR1H5P	643609	nuclear receptor subfamily 1 group H member 5, pseudogene
NR1I2	8856	nuclear receptor subfamily 1 group I member 2
NR1I3		nuclear receptor subfamily 1 group I member 3
NR1I4	22817	nuclear receptor subfamily 1 group I member 4
NR2C1	7181	nuclear receptor subfamily 2 group C member 1
NR2C2	7182	nuclear receptor subfamily 2 group C member 2
NR2C2AP	126382	nuclear receptor 2C2 associated protein
NR2E1	7101	nuclear receptor subfamily 2 group E member 1
NR2E3	10002	nuclear receptor subfamily 2 group E member 3
NR2F1	7025	nuclear receptor subfamily 2 group F member 1
NR2F1-AS1	441094	NR2F1 antisense RNA 1
NR2F2	7026	nuclear receptor subfamily 2 group F member 2
NR2F2-AS1	644192	NR2F2 antisense RNA 1
NR2F6	2063	nuclear receptor subfamily 2 group F member 6
NR3C1	2908	nuclear receptor subfamily 3 group C member 1
NR3C1P1	2910	nuclear receptor subfamily 3 group C member 1 pseudogene 1
NR3C2		nuclear receptor subfamily 3 group C member 2
NR4A1	3164	nuclear receptor subfamily 4 group A member 1
NR4A2		nuclear receptor subfamily 4 group A member 2
NR4A3		nuclear receptor subfamily 4 group A member 3
NR5A1	2516	nuclear receptor subfamily 5 group A member 1
NR5A2	2494	nuclear receptor subfamily 5 group A member 2
NR6A1	2649	nuclear receptor subfamily 6 group A member 1
NRADDP	100129354	neurotrophin receptor associated death domain, pseudogene
NRAP	4892	nebulin related anchoring protein
NRARP	441478	NOTCH regulated ankyrin repeat protein
NRAS	4893	NRAS proto-oncogene, GTPase
NRAV	100506668	negative regulator of antiviral response
NR0B1	190	nuclear receptor subfamily 0 group B member 1
NR0B2	8431	nuclear receptor subfamily 0 group B member 2
NRBF2	29982	nuclear receptor binding factor 2
NRBF2P1	648532	nuclear receptor binding factor 2 pseudogene 1
NRBF2P2	100114903	nuclear receptor binding factor 2 pseudogene 2
NRBF2P3	643232	nuclear receptor binding factor 2 pseudogene 3
NRBF2P4	728381	nuclear receptor binding factor 2 pseudogene 4
NRBF2P5	100118954	nuclear receptor binding factor 2 pseudogene 5
NRBP1	29959	nuclear receptor binding protein 1
NRBP2	340371	nuclear receptor binding protein 2
NRCAM	4897	neuronal cell adhesion molecule
NRDC	4898	nardilysin convertase
NRDE2	55051	NRDE-2, necessary for RNA interference, domain containing
NREP	9315	neuronal regeneration related protein
NREP-AS1		NREP antisense RNA 1
NRF1	4899	nuclear respiratory factor 1
NRG1	3084	neuregulin 1
NRG1-IT1		NRG1 intronic transcript 1
NRG1-IT3		NRG1 intronic transcript 3
NRG2	9542	neuregulin 2
NRG3	10718	neuregulin 3
NRG3-AS1	101929590	NRG3 antisense RNA 1
NRG4	145957	neuregulin 4
NRGN	4900	neurogranin
NRIP1	8204	nuclear receptor interacting protein 1
NRIP2	83714	nuclear receptor interacting protein 2
NRIP3	56675	nuclear receptor interacting protein 3
NRIR	104326052	negative regulator of interferon response
NRK	203447	Nik related kinase
NRL	4901	neural retina leucine zipper
NRM	11270	nurim
NRN1	51299	neuritin 1
NRN1L	123904	neuritin 1 like
NRON	641373	non-coding repressor of NFAT
NRP1	8829	neuropilin 1
NRP2	8828	neuropilin 2
NRROS	375387	negative regulator of reactive oxygen species
NRSN1	140767	neurensin 1
NRSN2	80023	neurensin 2
NRSN2-AS1	100507459	NRSN2 antisense RNA 1
NRTN	4902	neurturin
NRXN1	9378	neurexin 1
NRXN2	9379	neurexin 2
NRXN3	9369	neurexin 3
NSA2	10412	NSA2 ribosome biogenesis factor
NSD1	64324	nuclear receptor binding SET domain protein 1
NSD2	7468	nuclear receptor binding SET domain protein 2
NSD3	54904	nuclear receptor binding SET domain protein 3
NSDHL	50814	NAD(P) dependent steroid dehydrogenase-like
NSF	4905	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
NSFL1C	55968	NSFL1 cofactor
NSFP1	728806	N-ethylmaleimide-sensitive factor pseudogene 1
NSG1	27065	neuronal vesicle trafficking associated 1
NSG2	51617	neuronal vesicle trafficking associated 2
NSL1	25936	NSL1 component of MIS12 kinetochore complex
NSMAF	8439	neutral sphingomyelinase activation associated factor
NSMCE1	197370	NSE1 homolog, SMC5-SMC6 complex component
NSMCE1-DT	400512	NSMCE1 divergent transcript
NSMCE2	286053	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
NSMCE3	56160	NSE3 homolog, SMC5-SMC6 complex component
NSMCE4A	54780	NSE4 homolog A, SMC5-SMC6 complex component
NSMF	26012	NMDA receptor synaptonuclear signaling and neuronal migration factor
NSRP1	84081	nuclear speckle splicing regulatory protein 1
NSRP1P1	100420557	nuclear speckle splicing regulatory protein 1 pseudogene 1
NSUN2	54888	NOP2/Sun RNA methyltransferase 2
NSUN3	63899	NOP2/Sun RNA methyltransferase 3
NSUN4	387338	NOP2/Sun RNA methyltransferase 4
NSUN5	55695	NOP2/Sun RNA methyltransferase 5
NSUN5P1	155400	NSUN5 pseudogene 1
NSUN5P2	260294	NSUN5 pseudogene 2
NSUN6	221078	NOP2/Sun RNA methyltransferase 6
NSUN7	79730	NOP2/Sun RNA methyltransferase family member 7
NT3	4877	3'-nucleotidase
NT5C	30833	5', 3'-nucleotidase, cytosolic
NT5C1A	84618	5'-nucleotidase, cytosolic IA
NT5C1B	93034	5'-nucleotidase, cytosolic IB
NT5C1B-RDH14	100526794	NT5C1B-RDH14 readthrough
NT5C2	22978	5'-nucleotidase, cytosolic II
NT5C3A	51251	5'-nucleotidase, cytosolic IIIA
NT5C3AP1	90859	5'-nucleotidase, cytosolic IIIA pseudogene 1
NT5C3B	115024	5'-nucleotidase, cytosolic IIIB
NT5CP1	326609	5',3'-nucleotidase, cytosolic pseudogene 1
NT5CP2	326611	5',3'-nucleotidase, cytosolic pseudogene 2
NT5CP3	100420457	5',3'-nucleotidase, cytosolic pseudogene 3
NT5DC1	221294	5'-nucleotidase domain containing 1
NT5DC2	64943	5'-nucleotidase domain containing 2
NT5DC3	51559	5'-nucleotidase domain containing 3
NT5DC4	284958	5'-nucleotidase domain containing 4
NT5E	4907	5'-nucleotidase ecto
NT5M	56953	5',3'-nucleotidase, mitochondrial
NTAN1	123803	N-terminal asparagine amidase
NTAN1P1	100420389	N-terminal asparagine amidase pseudogene 1
NTAN1P2	100420307	N-terminal asparagine amidase pseudogene 2
NTAN1P3	100420356	N-terminal asparagine amidase pseudogene 3
NTF3	4908	neurotrophin 3
NTF4	4909	neurotrophin 4
NTF6A	4910	neurotrophin 6 alpha (pseudogene)
NTF6B	4911	neurotrophin 6 beta (pseudogene)
NTF6G	4912	neurotrophin 6 gamma (pseudogene)
NTHL1	4913	nth like DNA glycosylase 1
NTM	50863	neurotrimin
NTM-AS1	101929637	NTM antisense RNA 1
NTM-IT		NTM intronic transcript
NTMT1	28989	N-terminal Xaa-Pro-Lys N-methyltransferase 1
NTN1	9423	netrin 1
NTN3	4917	netrin 3
NTN4	59277	netrin 4
NTN5	126147	netrin 5
NTNG1	22854	netrin G1
NTNG2	84628	netrin G2
NTPCR	84284	nucleoside-triphosphatase, cancer-related
NTRK1	4914	neurotrophic receptor tyrosine kinase 1
NTRK2	4915	neurotrophic receptor tyrosine kinase 2
NTRK3	4916	neurotrophic receptor tyrosine kinase 3
NTRK3-AS1	283738	NTRK3 antisense RNA 1
NTS	4922	neurotensin
NTSR1	4923	neurotensin receptor 1
NTSR2	23620	neurotensin receptor 2
NUAK1	9891	NUAK family kinase 1
NUAK2	81788	NUAK family kinase 2
NUB1	51667	negative regulator of ubiquitin like proteins 1
NUBP1	4682	nucleotide binding protein 1
NUBP2	10101	nucleotide binding protein 2
NUBPL	80224	nucleotide binding protein like
NUCB1	4924	nucleobindin 1
NUCB1-AS1		NUCB1 antisense RNA 1
NUCB2	4925	nucleobindin 2
NUCKS1	64710	nuclear casein kinase and cyclin dependent kinase substrate 1
NUCKS1P1	100130466	nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1
NUDC	10726	nuclear distribution C, dynein complex regulator
NUDCD1	84955	NudC domain containing 1
NUDCD2	134492	NudC domain containing 2
NUDCD3	23386	NudC domain containing 3
NUDCP1	10790	nuclear distribution C pseudogene 1
NUDCP2	10789	nuclear distribution C pseudogene 2
NUDT1	4521	nudix hydrolase 1
NUDT2	318	nudix hydrolase 2
NUDT3	11165	nudix hydrolase 3
NUDT4	11163	nudix hydrolase 4
NUDT4B	440672	nudix hydrolase 4B
NUDT4P2	170688	nudix hydrolase 4 pseudogene 2
NUDT5	11164	nudix hydrolase 5
NUDT6	11162	nudix hydrolase 6
NUDT7	283927	nudix hydrolase 7
NUDT8	254552	nudix hydrolase 8
NUDT9	53343	nudix hydrolase 9
NUDT9P1	119369	nudix hydrolase 9 pseudogene 1
NUDT10	170685	nudix hydrolase 10
NUDT11	55190	nudix hydrolase 11
NUDT12	83594	nudix hydrolase 12
NUDT13	25961	nudix hydrolase 13
NUDT14	256281	nudix hydrolase 14
NUDT15	55270	nudix hydrolase 15
NUDT15P1	574532	nudix hydrolase 15 pseudogene 1
NUDT15P2	574533	nudix hydrolase 15 pseudogene 2
NUDT16	131870	nudix hydrolase 16
NUDT16L1	84309	nudix hydrolase 16 like 1
NUDT16P1	152195	nudix hydrolase 16 pseudogene 1
NUDT17	200035	nudix hydrolase 17
NUDT18	79873	nudix hydrolase 18
NUDT19	390916	nudix hydrolase 19
NUDT19P1	100126008	nudix hydrolase 19 pseudogene 1
NUDT19P2	100422458	nudix hydrolase 19 pseudogene 2
NUDT19P3	100422450	nudix hydrolase 19 pseudogene 3
NUDT19P4	100422452	nudix hydrolase 19 pseudogene 4
NUDT19P5	100422445	nudix hydrolase 19 pseudogene 5
NUDT21	11051	nudix hydrolase 21
NUDT21P1	100422467	nudix hydrolase 21 pseudogene 1
NUDT22	84304	nudix hydrolase 22
NUF2	83540	NUF2 component of NDC80 kinetochore complex
NUFIP1	26747	nuclear FMR1 interacting protein 1
NUFIP1P1	89761	NUFIP1 pseudogene 1
NUFIP2	57532	nuclear FMR1 interacting protein 2
NUGGC	389643	nuclear GTPase, germinal center associated
NUMA1	4926	nuclear mitotic apparatus protein 1
NUMB	8650	NUMB endocytic adaptor protein
NUMBL	9253	NUMB like endocytic adaptor protein
NUP35	129401	nucleoporin 35
NUP35P1	100419066	nucleoporin 35 pseudogene 1
NUP35P2	101059916	nucleoporin 35 pseudogene 2
NUP37	79023	nucleoporin 37
NUP42	11097	nucleoporin 42
NUP43	348995	nucleoporin 43
NUP50	10762	nucleoporin 50
NUP50-DT	100506714	NUP50 divergent transcript
NUP50P1	145375	nucleoporin 50 pseudogene 1
NUP50P2	266785	nucleoporin 50 pseudogene 2
NUP50P3	266786	nucleoporin 50 pseudogene 3
NUP54	53371	nucleoporin 54
NUP58	9818	nucleoporin 58
NUP58P1	100289295	nucleoporin 58 pseudogene 1
NUP62	23636	nucleoporin 62
NUP62CL	54830	nucleoporin 62 C-terminal like
NUP85	79902	nucleoporin 85
NUP88	4927	nucleoporin 88
NUP93	9688	nucleoporin 93
NUP98	4928	nucleoporin 98
NUP107	57122	nucleoporin 107
NUP133	55746	nucleoporin 133
NUP153	9972	nucleoporin 153
NUP155	9631	nucleoporin 155
NUP160	23279	nucleoporin 160
NUP188	23511	nucleoporin 188
NUP205	23165	nucleoporin 205
NUP210	23225	nucleoporin 210
NUP210L	91181	nucleoporin 210 like
NUP210P1	255330	nucleoporin 210 pseudogene 1
NUP210P2	100129929	nucleoporin 210 pseudogene 2
NUP210P3	100419070	nucleoporin 210 pseudogene 3
NUP214	8021	nucleoporin 214
NUPR1	26471	nuclear protein 1, transcriptional regulator
NUPR2	389493	nuclear protein 2, transcriptional regulator
NUS1	116150	NUS1 dehydrodolichyl diphosphate synthase subunit
NUS1P1	729148	NUS1 pseudogene 1
NUS1P2	646208	NUS1 pseudogene 2
NUS1P3	11049	NUS1 pseudogene 3
NUS1P4	100130167	NUS1 pseudogene 4
NUSAP1	51203	nucleolar and spindle associated protein 1
NUTF2	10204	nuclear transport factor 2
NUTF2P2	326613	nuclear transport factor 2 pseudogene 2
NUTF2P3	106480298	nuclear transport factor 2 pseudogene 3
NUTF2P4	128322	nuclear transport factor 2 pseudogene 4
NUTF2P5		nuclear transport factor 2 pseudogene 5
NUTF2P6	100131623	nuclear transport factor 2 pseudogene 6
NUTF2P7	100287868	nuclear transport factor 2 pseudogene 7
NUTF2P8	100287183	nuclear transport factor 2 pseudogene 8
NUTM1	256646	NUT midline carcinoma family member 1
NUTM2A	728118	NUT family member 2A
NUTM2A-AS1	728190	NUTM2A antisense RNA 1
NUTM2B	729262	NUT family member 2B
NUTM2B-AS1	101060691	NUTM2B antisense RNA 1
NUTM2D	728130	NUT family member 2D
NUTM2E	283008	NUT family member 2E
NUTM2F	54754	NUT family member 2F
NUTM2G	441457	NUT family member 2G
NUTM2HP	729023	NUT family member 2H, pseudogene
NVL	4931	nuclear VCP like
NWD1	284434	NACHT and WD repeat domain containing 1
NWD2	57495	NACHT and WD repeat domain containing 2
NXF1	10482	nuclear RNA export factor 1
NXF2	56001	nuclear RNA export factor 2
NXF2B	728343	nuclear RNA export factor 2B
NXF3	56000	nuclear RNA export factor 3
NXF4	55999	nuclear RNA export factor 4 pseudogene
NXF5	55998	nuclear RNA export factor 5
NXN	64359	nucleoredoxin
NXNL1	115861	nucleoredoxin like 1
NXNL2	158046	nucleoredoxin like 2
NXNP1	100130251	nucleoredoxin pseudogene 1
NXPE1	120400	neurexophilin and PC-esterase domain family member 1
NXPE2	120406	neurexophilin and PC-esterase domain family member 2
NXPE2P1		neurexophilin and PC-esterase domain family member 2 pseudogene 1
NXPE3	91775	neurexophilin and PC-esterase domain family member 3
NXPE4	54827	neurexophilin and PC-esterase domain family member 4
NXPH1	30010	neurexophilin 1
NXPH2	11249	neurexophilin 2
NXPH3	11248	neurexophilin 3
NXPH4	11247	neurexophilin 4
NXT1	29107	nuclear transport factor 2 like export factor 1
NXT1P1	100652801	nuclear transport factor 2 like export factor 1 pseudogene 1
NXT2	55916	nuclear transport factor 2 like export factor 2
NYAP1	222950	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
NYAP2	57624	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2
NYNRIN	57523	NYN domain and retroviral integrase containing
NYS2		nystagmus 2, congenital autosomal dominant
NYS3		nystagmus 3, congenital autosomal dominant
NYS4		nystagmus 4, congenital autosomal dominant
NYX	60506	nyctalopin
OA3	4936	ocular albinism 3 (autosomal recessive)
OACYLP	390858	O-acyltransferase like, pseudogene
OAF	220323	out at first homolog
OAP		osteoarthrosis, precocious
OARD1	221443	O-acyl-ADP-ribose deacylase 1
OAS1	4938	2'-5'-oligoadenylate synthetase 1
OAS2	4939	2'-5'-oligoadenylate synthetase 2
OAS3	4940	2'-5'-oligoadenylate synthetase 3
OASD		ocular albinism and sensorineural deafness
OASL	8638	2'-5'-oligoadenylate synthetase like
OASL2P		2'-5' oligoadenylate synthetase like 2, pseudogene
OAT	4942	ornithine aminotransferase
OATP1	4945	ornithine aminotransferase pseudogene 1
OAZ1	4946	ornithine decarboxylase antizyme 1
OAZ2	4947	ornithine decarboxylase antizyme 2
OAZ3	51686	ornithine decarboxylase antizyme 3
OBP2A	29991	odorant binding protein 2A
OBP2B	29989	odorant binding protein 2B
OBSCN	84033	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
OBSCN-AS1	574407	OBSCN antisense RNA 1
OBSL1	23363	obscurin like 1
OC90	729330	otoconin 90
OCA2	4948	OCA2 melanosomal transmembrane protein
OCA5		oculocutaneous albinism 5 (autosomal recessive)
OCEL1	79629	occludin/ELL domain containing 1
OCIAD1	54940	OCIA domain containing 1
OCIAD1-AS1		OCIAD1 antisense RNA 1
OCIAD2	132299	OCIA domain containing 2
OCIAD2P1	100287085	OCIA domain containing 2 pseudogene 1
OCLM	10896	oculomedin
OCLN	100506658	occludin
OCLNP1	647859	OCLN pseudogene 1
OCM	654231	oncomodulin
OCM2	4951	oncomodulin 2
OCRL	4952	OCRL inositol polyphosphate-5-phosphatase
OCSTAMP	128506	osteoclast stimulatory transmembrane protein
ODAM	54959	odontogenic, ameloblast associated
ODAPH	152816	odontogenesis associated phosphoprotein
ODC1	4953	ornithine decarboxylase 1
ODC1-DT	101929715	ODC1 divergent transcript
ODCP	4954	ornithine decarboxylase pseudogene
ODF1	4956	outer dense fiber of sperm tails 1
ODF2	4957	outer dense fiber of sperm tails 2
ODF2-AS1		ODF2 antisense RNA 1
ODF2L	57489	outer dense fiber of sperm tails 2 like
ODF3	113746	outer dense fiber of sperm tails 3
ODF3B	440836	outer dense fiber of sperm tails 3B
ODF3L1	161753	outer dense fiber of sperm tails 3 like 1
ODF3L2	284451	outer dense fiber of sperm tails 3 like 2
ODF4	146852	outer dense fiber of sperm tails 4
ODR4	54953	odr-4 GPCR localization factor homolog
OED		Oregon eye disease
OFC1		orofacial cleft 1
OFC2	4964	orofacial cleft 2
OFC3		orofacial cleft 3
OFCC1	266553	orofacial cleft 1 candidate 1
OFD1	8481	OFD1 centriole and centriolar satellite protein
OFD1P1Y	378009	OFD1 pseudogene 1 Y-linked
OFD1P2Y	378010	OFD1 pseudogene 2 Y-linked
OFD1P3Y	386687	OFD1 pseudogene 3 Y-linked
OFD1P4Y	386688	OFD1 pseudogene 4 Y-linked
OFD1P5Y	386689	OFD1 pseudogene 5 Y-linked
OFD1P6Y	386690	OFD1 pseudogene 6 Y-linked
OFD1P7Y	386691	OFD1 pseudogene 7 Y-linked
OFD1P8Y	386692	OFD1 pseudogene 8 Y-linked
OFD1P9Y	386693	OFD1 pseudogene 9 Y-linked
OFD1P10Y	386694	OFD1 pseudogene 10 Y-linked
OFD1P11Y	386695	OFD1 pseudogene 11 Y-linked
OFD1P12Y	386696	OFD1 pseudogene 12 Y-linked
OFD1P13Y	386697	OFD1 pseudogene 13 Y-linked
OFD1P14Y	386698	OFD1 pseudogene 14 Y-linked
OFD1P15Y	386699	OFD1 pseudogene 15 Y-linked
OFD1P16Y	442485	OFD1 pseudogene 16 Y-linked
OFD1P17	23738	OFD1 pseudogene 17
OFD1P18Y	10751	OFD1 pseudogene 18 Y-linked
OGA	10724	O-GlcNAcase
OGDH	4967	oxoglutarate dehydrogenase
OGDHL	55753	oxoglutarate dehydrogenase like
OGFOD1	55239	2-oxoglutarate and iron dependent oxygenase domain containing 1
OGFOD1P1	387924	2-oxoglutarate and iron dependent oxygenase domain containing 1 pseudogene 1
OGFOD2	79676	2-oxoglutarate and iron dependent oxygenase domain containing 2
OGFOD3	79701	2-oxoglutarate and iron dependent oxygenase domain containing 3
OGFR	11054	opioid growth factor receptor
OGFR-AS1		OGFR antisense RNA 1
OGFRL1	79627	opioid growth factor receptor like 1
OGFRP1	388906	opioid growth factor receptor pseudogene 1
OGG1	4968	8-oxoguanine DNA glycosylase
OGN	4969	osteoglycin
OGT	8473	O-linked N-acetylglucosamine (GlcNAc) transferase
OIP5	11339	Opa interacting protein 5
